NU_ANO,NU_EDICAO,CO_IES,NO_IES,SG_IES,DS_ORGANIZACAO_ACADEMICA,DS_CATEGORIA_ADM,NO_CAMPUS,NO_MUNICIPIO_CAMPUS,SG_UF_CAMPUS,DS_REGIAO_CAMPUS,CO_IES_CURSO,NO_CURSO,DS_GRAU,DS_TURNO,TP_MOD_CONCORRENCIA,DS_MOD_CONCORRENCIA,NU_PERCENTUAL_BONUS,QT_VAGAS_CONCORRENCIA,NU_NOTACORTE,QT_INSCRICAO,Código IES,Instituição(IES),Município,UF_x,CI,IGC,MUNIC,COD,POP,UF_y,HIERARQUIA_URBANA,COD_HIERARQUIA_URBANA,GRUPO_HIERARQUIA_URBANA,IA,IA_Q5
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,118098,QUÍMICA,Licenciatura,Noturno,A,Ampla concorrência,0,40,625.85,28.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,1189778,MEDICINA,Bacharelado,Integral,A,Ampla concorrência,0,40,854.48,221.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,101092,PEDAGOGIA,Licenciatura,Noturno,A,Ampla concorrência,0,40,652.25,150.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,1321439,COMUNICAÇÃO SOCIAL,Bacharelado,Integral,A,Ampla concorrência,0,20,715.56,37.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,118092,ENGENHARIA DE PRODUÇÃO,Bacharelado,Integral,A,Ampla concorrência,0,40,671.32,21.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,101129,ENGENHARIA CIVIL,Bacharelado,Integral,A,Ampla concorrência,0,40,691.15,69.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,101086,CIÊNCIAS ECONÔMICAS,Bacharelado,Noturno,A,Ampla concorrência,0,50,684.7,88.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,1596096,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,Bacharelado,Integral,A,Ampla concorrência,0,20,660.96,17.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,118096,FÍSICA,Licenciatura,Noturno,A,Ampla concorrência,0,40,653.82,41.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,118100,MATEMÁTICA,Licenciatura,Noturno,A,Ampla concorrência,0,40,708.58,45.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,101082,ADMINISTRAÇÃO,Bacharelado,Matutino,A,Ampla concorrência,0,40,675.49,80.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,101127,DESIGN,Bacharelado,Noturno,A,Ampla concorrência,0,40,702.71,72.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,101082,ADMINISTRAÇÃO,Bacharelado,Noturno,A,Ampla concorrência,0,40,697.04,109.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus do Agreste Caruaru,Caruaru,PE,Nordeste,101127,DESIGN,Bacharelado,Integral,A,Ampla concorrência,0,40,678.71,56.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,18440,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,Universidade,Pública Federal,SANTANA DO ARAGUAIA,Santana do Araguaia,PA,Norte,1483808,ARQUITETURA E URBANISMO,Bacharelado,Integral,A,Ampla concorrência,0,13,753.34,75.0,18440.0,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ (UNIFESSPA),Marabá,PA,4,4,MARAB,1504208,266533.0,PA,Capital Regional C,2C,2 - Capital Regional,454538.743015976,361268.25
2023,1,18440,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,Universidade,Pública Federal,SANTANA DO ARAGUAIA,Santana do Araguaia,PA,Norte,1270326,MATEMÁTICA,Licenciatura,Noturno,A,Ampla concorrência,0,13,621.63,37.0,18440.0,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ (UNIFESSPA),Marabá,PA,4,4,MARAB,1504208,266533.0,PA,Capital Regional C,2C,2 - Capital Regional,454538.743015976,361268.25
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13574,CIÊNCIAS ECONÔMICAS,Bacharelado,Noturno,A,Ampla concorrência,0,30,688.6,209.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13579,HISTÓRIA,Licenciatura,Vespertino,A,Ampla concorrência,0,10,686.69,74.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13581,SERVIÇO SOCIAL,Bacharelado,Vespertino,A,Ampla concorrência,0,30,631.21,221.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13572,ADMINISTRAÇÃO,Bacharelado,Noturno,A,Ampla concorrência,0,50,679.99,336.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,117390,ARQUEOLOGIA,Bacharelado,Integral,A,Ampla concorrência,0,15,634.47,130.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13609,BIBLIOTECONOMIA,Bacharelado,Vespertino,A,Ampla concorrência,0,27,615.57,104.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13602,NUTRIÇÃO,Bacharelado,Integral,A,Ampla concorrência,0,30,706.63,611.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13582,SECRETARIADO EXECUTIVO,Bacharelado,Noturno,A,Ampla concorrência,0,50,597.86,210.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,18474,HOTELARIA,Bacharelado,Integral,A,Ampla concorrência,0,15,614.45,83.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13611,ODONTOLOGIA,Bacharelado,Noturno,A,Ampla concorrência,0,20,745.15,404.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13580,PEDAGOGIA,Licenciatura,Vespertino,A,Ampla concorrência,0,25,618.89,186.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13592,MATEMÁTICA,Bacharelado,Integral,A,Ampla concorrência,0,15,695.77,68.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,52249,GEOGRAFIA,Bacharelado,Vespertino,A,Ampla concorrência,0,30,616.76,151.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13618,QUÍMICA,Licenciatura,Noturno,A,Ampla concorrência,0,15,610.57,59.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,58856,ENGENHARIA BIOMÉDICA,Bacharelado,Integral,A,Ampla concorrência,0,15,750.14,117.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13583,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,Bacharelado,Integral,A,Ampla concorrência,0,15,588.89,68.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,117394,CINEMA E AUDIOVISUAL,Bacharelado,Vespertino,A,Ampla concorrência,0,25,703.86,281.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,44950,LETRAS - FRANCÊS,Licenciatura,Vespertino,A,Ampla concorrência,0,7,627.04,29.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,44947,LETRAS - PORTUGUÊS,Licenciatura,Vespertino,A,Ampla concorrência,0,30,654.45,167.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13581,SERVIÇO SOCIAL,Bacharelado,Matutino,A,Ampla concorrência,0,30,645.37,208.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,117378,CIÊNCIA POLÍTICA,Bacharelado,Integral,A,Ampla concorrência,0,25,652.23,151.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,44978,LETRAS - ESPANHOL,Licenciatura,Noturno,A,Ampla concorrência,0,15,609.91,99.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,29483,JORNALISMO,Bacharelado,Vespertino,A,Ampla concorrência,0,25,702.87,307.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,313603,LETRAS,Bacharelado,Vespertino,A,Ampla concorrência,0,15,661.29,117.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,35520,TEATRO,Licenciatura,Integral,A,Ampla concorrência,0,17,650.53,104.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,313577,FILOSOFIA,Bacharelado,Vespertino,A,Ampla concorrência,0,10,634.4,52.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,20306,FONOAUDIOLOGIA,Bacharelado,Integral,A,Ampla concorrência,0,20,692.16,262.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,52231,GEOGRAFIA,Licenciatura,Matutino,A,Ampla concorrência,0,30,623.14,147.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,23910,ARTES VISUAIS,Licenciatura,Integral,A,Ampla concorrência,0,17,704.63,139.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,44978,LETRAS - ESPANHOL,Licenciatura,Matutino,A,Ampla concorrência,0,15,601.71,85.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,44977,LETRAS - INGLÊS,Licenciatura,Matutino,A,Ampla concorrência,0,15,670.01,180.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13575,CIÊNCIAS SOCIAIS,Bacharelado,Vespertino,A,Ampla concorrência,0,30,665.17,121.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
2023,1,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,Campus Universitário Cidade do Recife,Recife,PE,Nordeste,13594,ESTATÍSTICA,Bacharelado,Integral,A,Ampla concorrência,0,15,648.36,63.0,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),Recife,PE,5,4,RECIFE,2611606,1488920.0,PE,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1 - Metrópole - Integrante de Arranjo Populacional,3002145.59898624,2294139.05
